ID,Usuario,Texto,Fecha,Num.Retweets,Num.Favoritos,Mentions,Hashtags,URLs
1245471045353721867,CNNEE,".@camilocnn entrevista a @CarlosAlvQ, presidente de #CostaRica, y @NitoCortizo, presidente de Panamá, sobre qué están haciendo sus países para controlar la pandemia de #coronavirus. Hoy 9 P.M., hora de Miami. ",Wed Apr 01 22:00:11 +0000 2020,19,41,@camilocnn @CarlosAlvQ @NitoCortizo,#CostaRica #coronavirus,
1245467912871333889,GersonDavidsf88,Como es posible que los billonarios de #CostaRica como Charon y Shoshe no esten ayudando con sus millones a las personas más afectadas por el #coronavirus los billonarios son todos iguales!,Wed Apr 01 21:47:44 +0000 2020,0,0,,#CostaRica #coronavirus,
1245464203030339585,CNNEPrensa,"Esta noche @camilocnn entrevista a @CarlosAlvQ, presidente de #CostaRica, y @NitoCortizo, presidente de Panamá, sobre qué están haciendo sus países para controlar la pandemia de #coronavirus. 7pmCOSTA RICA/MEX 8pmCOL 9pmVZLA 10pmARG ",Wed Apr 01 21:33:00 +0000 2020,0,6,@camilocnn @CarlosAlvQ @NitoCortizo,#CostaRica #coronavirus,
1245462991686041614,AriasLawFirmCA,"𝗣𝗥𝗘𝗦𝗦 𝗥𝗢𝗢𝗠 #CostaRica: Impact on Lease Contracts, Ministry of Health’s Measures, Migratory Measures and Free Trade Zones. Thank you very much for sharing the note @WorldLawGroup: http://ow.ly/xWV050z2EV4 #WeAreArias #coronavirus #stayhome #covid19 #lawfirms",Wed Apr 01 21:28:11 +0000 2020,0,1,@WorldLawGroup,#CostaRica #WeAreArias #coronavirus #stayhome #covid19 #lawfirms,http://ow.ly/xWV050z2EV4
1245462900011085824,AriasLawFirmCA,𝗣𝗥𝗘𝗦𝗦 𝗥𝗢𝗢𝗠 #CostaRica: Labor and Social Security Measures. Accede the full note in @WorldLawGroup: http://ow.ly/cCMt50z2FaO #WeAreArias #coronavirus #crisismanagement #riskmanagment #stayhome #covid19 #lawfirms #corporatecommunications #QuedateenCasa #legalmarketing,Wed Apr 01 21:27:49 +0000 2020,0,1,@WorldLawGroup,#CostaRica #WeAreArias #coronavirus #crisismanagement #riskmanagment #stayhome #covid19 #lawfirms #corporatecommunications #QuedateenCasa #legalmarketing,http://ow.ly/cCMt50z2FaO
1245458721536462852,Amilcaratb,Información Actualizada Latinoamérica 01/04/2020 22:00h I. Canarias #coronavirus #casos #Latinoamerica #COVID19 #Brasil #Ecuador #Chile #Perú #México #Panamá #Colombia #Argentina #Dominicana #Uruguay #CostaRica #Venezuela #Cuba #Bolivia #Honduras #Paraguay #Guatemala #Nicaragua,Wed Apr 01 21:11:13 +0000 2020,4,9,,#coronavirus #casos #Latinoamerica #COVID19 #Brasil #Ecuador #Chile #Per #M #Panam #Colombia #Argentina #Dominicana #Uruguay #CostaRica #Venezuela #Cuba #Bolivia #Honduras #Paraguay #Guatemala #Nicaragua,
1245448348452208645,CNNEPrensa,"Esta noche @camilocnn entrevista a @CarlosAlvQ, presidente de #CostaRica, y @NitoCortizo, presidente de Panamá, sobre qué están haciendo sus países para controlar la pandemia de #coronavirus. 7pmCOSTA RICA/MEX 8pmCOL 9pmVZLA 10pmARG ",Wed Apr 01 20:30:00 +0000 2020,1,4,@camilocnn @CarlosAlvQ @NitoCortizo,#CostaRica #coronavirus,
1245438487681171460,SuumConsulting,COVID-19 Overview Costa Rica al 01/04/20 #QuedateEnCasa #CostaRica #coronavirus #covid19 #Datavisualization #suumconsulting,Wed Apr 01 19:50:49 +0000 2020,1,2,,#QuedateEnCasa #CostaRica #coronavirus #covid19 #Datavisualization #suumconsulting,
1245436286745350145,CNNEE,".@camilocnn entrevista a @CarlosAlvQ, presidente de #CostaRica, y @NitoCortizo, presidente de Panamá, sobre qué están haciendo sus países para controlar la pandemia de #coronavirus. Hoy 9 P.M., hora de Miami. ",Wed Apr 01 19:42:04 +0000 2020,35,66,@camilocnn @CarlosAlvQ @NitoCortizo,#CostaRica #coronavirus,
1245435036700114944,JaviQuirosV,@presidenciacr @msaludcr @CarlosAlvQ ¡Excelente las medidas para esta época de Semana Santa! Queda en nosotros La Ciudadanía apoyarles en esto y poner de nuestra parte. #COSTARICA #Coronavirus #Covid19 #QuedateEnCasa,Wed Apr 01 19:37:06 +0000 2020,0,0,@presidenciacr @msaludcr @CarlosAlvQ,#COSTARICA #Coronavirus #Covid19 #QuedateEnCasa,
1245432619887714304,JRIbarra,#CostaRica 375 casos positivos de #CORONAVIRUS #Covid-19 aumentó en 28 casos en un día. 4 han sido dados de alta. 95% detección temprana permite no hospitalización. 2 fallecidos. Resumen @ministeriodesalud,Wed Apr 01 19:27:30 +0000 2020,1,1,,#CostaRica #CORONAVIRUS #Covid,
1245431055462608896,Jaime_CRC,"Stay safe, happy and sane! #COVIDー19 #COVID19 #coronavirus #CostaRica",Wed Apr 01 19:21:17 +0000 2020,0,1,,#COVID #COVID19 #coronavirus #CostaRica,
1245427279624318978,GonzalezBready, | URGENTE - #CORONAVIRUS: Ascienden a 375 infectados en #CostaRica. ,Wed Apr 01 19:06:17 +0000 2020,0,0,,#CORONAVIRUS #CostaRica,
1245427173005111296,marcelacanterov,"Los Obispos de #CostaRica ya anunciaron sus medidas para las celebraciones de la #SemanaSanta, cuidando la salud de todos, acá, el detalle. #coronavirus #COVIDー19",Wed Apr 01 19:05:51 +0000 2020,0,1,,#CostaRica #SemanaSanta #coronavirus #COVID,https://twitter.com/marcelacanterov/status/1245396255687217155
1245426495830593536,Noticias_crc,"Hay quince personas hospitalizadas, nueve en cuidados intensivos. #coronavirus #CostaRica ",Wed Apr 01 19:03:10 +0000 2020,0,0,,#coronavirus #CostaRica,
1245425665819672582,__Ponderosa__,"Uso de mascarillas, tema clave junto al uso de lentes de protección y el simple detalle de dejar los zapatos fuera de casa #coronavirus #CostaRica #COVIDー19 @msaludcr @CCSSdeCostaRica @CarlosAlvQ",Wed Apr 01 18:59:52 +0000 2020,0,0,@msaludcr @CCSSdeCostaRica @CarlosAlvQ,#coronavirus #CostaRica #COVID,https://twitter.com/pablofuente/status/1245368138356723713
1245417895364001798,thepalmsvillas,#costarica #givingback #covid19 #coronavirus #playaflamingo #CRMMH #costaricamakesmehappy #dontcancelpostpone,Wed Apr 01 18:28:59 +0000 2020,0,0,,#costarica #givingback #covid19 #coronavirus #playaflamingo #CRMMH #costaricamakesmehappy #dontcancelpostpone,
1245405279484665856,ObregnX,It is coming !!! #invierno #lluvia #epocareproducción #naturaleza #costarica #coronavirus en Costa Rica https://www.instagram.com/p/B-cmjVwDRCE/?igshid=c104e7ksvs1e,Wed Apr 01 17:38:51 +0000 2020,0,0,,#invierno #lluvia #epocareproducci #naturaleza #costarica #coronavirus,https://www.instagram.com/p/B-cmjVwDRCE/?igshid=c104e7ksvs1e
1245357259577835524,Amilcaratb,Información Actualizada Latinoamérica 01/04/2020 15:00h Canarias #coronavirus #casos #Latinoamerica #COVID19 #Brasil #Ecuador #Chile #Perú #México #Panamá #Colombia #Argentina #Dominicana #Uruguay #CostaRica #Venezuela #Cuba #Bolivia #Honduras #Paraguay #Guatemala #Nicaragua,Wed Apr 01 14:28:02 +0000 2020,6,11,,#coronavirus #casos #Latinoamerica #COVID19 #Brasil #Ecuador #Chile #Per #M #Panam #Colombia #Argentina #Dominicana #Uruguay #CostaRica #Venezuela #Cuba #Bolivia #Honduras #Paraguay #Guatemala #Nicaragua,
1245350859355099136,YairNoaj,. https://youtu.be/WSjBbnjSS9Q #Saqueos en #Honduras ante el #pánico X COVID-19 #Coronavirus #Argentina #Bolivia #Brasil #Chile #Colombia #CostaRica #Cuba #Ecuador #ElSalvador #Guatemala #Honduras #México #Nicaragua #Paraguay #Panamá #Perú #RepúblicaDominicana #Uruguay #Venezuela,Wed Apr 01 14:02:37 +0000 2020,0,0,,#Saqueos #Honduras #p #Coronavirus #Argentina #Bolivia #Brasil #Chile #Colombia #CostaRica #Cuba #Ecuador #ElSalvador #Guatemala #Honduras #M #Nicaragua #Paraguay #Panam #Per #Rep #Uruguay #Venezuela,https://youtu.be/WSjBbnjSS9Q
1245245219383070720,luisjoseph326,"Para que pasen mejor la cuarentena aquí les dejo algunas fotografías... _____________________________________ #naranjo #costarica #coronavirus #cuarentena en Naranjo, Alajuela, Costa Rica https://www.instagram.com/p/B-bd0yeFx6t/?igshid=avvdf40ch584",Wed Apr 01 07:02:50 +0000 2020,0,0,,#naranjo #costarica #coronavirus #cuarentena,https://www.instagram.com/p/B-bd0yeFx6t/?igshid=avvdf40ch584
1245243996252844033,IPMasticard,#ULTIMAHORA #URGENTE A todas las #Empresas a nivel mundial que tengan tecnologías para combatir al #COVID19 #coronavirus DEBEN TENER CUIDADO si hacen trato con #CostaRica porque NO RESPETA el Derecho #IP™ y su Marca® puede ser USURPADA #OMPI @WIPO #EEUU #ONU @FiscaliaCR 4,Wed Apr 01 06:57:58 +0000 2020,0,0,@WIPO @FiscaliaCR,#ULTIMAHORA #URGENTE #Empresas #COVID19 #coronavirus #CostaRica #IP #OMPI #EEUU #ONU,
1245243826324811777,IPMasticard,Cómo sienten la conciencia los Accionistas de #FIFCO en #CostaRica y la Emilia Navas @FiscaliaCR cada vez que se toman una #pepsi ó al comer un #tacobell ? les remorderá el alma por haber usurpado y violentado los #DDHH de #MastiCard™ @FIFCOCR #COVID19 #coronavirus 0007,Wed Apr 01 06:57:18 +0000 2020,0,0,@FiscaliaCR @FIFCOCR,#FIFCO #CostaRica #pepsi #tacobell #DDHH #MastiCard #COVID19 #coronavirus,
1245243641955864581,IPMasticard,@FIFCOCR @pepsi por aquí esperando la debida compensación por los años que USURPARON la Marca® #MastiCard™ #IP en las sodas @tacobell en #CostaRica #FIFCO #COVID19 #pepsi #tacobell #Coronavirus @SecPompeo #EEUU #OMPI @FiscaliaCR @asambleacr @presidenciacr 000063,Wed Apr 01 06:56:34 +0000 2020,0,0,@FIFCOCR @pepsi @tacobell @SecPompeo @FiscaliaCR @asambleacr @presidenciacr,#MastiCard #IP #CostaRica #FIFCO #COVID19 #pepsi #tacobell #Coronavirus #EEUU #OMPI,
1245243061883584513,oli3be,"""Low"" CFR : #Latvia: 0% #Vietnam: 0% #Qatar: 0.1% #NZ: 0.2% #Iceland: 0.2% #Uruguay: 0.3% #Singapore: 0.3% #SAfrica: 0.4% #Israel: 0.4% #Australia: 0.4% #Chile: 0.4% #UAE: 0.5% #HK: 0.6% #Senegal: 0.6% #CostaRica: 0.6% #Saudi: 0.6% #Russia: 0.7% #COVID19 #Coronavirus ",Wed Apr 01 06:54:16 +0000 2020,2,2,,#Latvia #Vietnam #Qatar #NZ #Iceland #Uruguay #Singapore #SAfrica #Israel #Australia #Chile #UAE #HK #Senegal #CostaRica #Saudi #Russia #COVID19 #Coronavirus,
1245241491926265857,luisjoseph326,"Para que pasen mejor la cuarentena aquí les dejo unas fotografías... _____________________________ #naranjo #costarica #coronavirus #cuarentena en Naranjo, Alajuela, Costa Rica https://www.instagram.com/p/B-bcIRAlSlv/?igshid=1qpwaip0cfdel",Wed Apr 01 06:48:01 +0000 2020,0,0,,#naranjo #costarica #coronavirus #cuarentena,https://www.instagram.com/p/B-bcIRAlSlv/?igshid=1qpwaip0cfdel
1245236897963806720,ZonaInfinitoCR,#yosoytico #DeEstaSalimosJuntos #QuedateEnCasa #CostaRica Costa Rica #COVIDー19 #coronavirus ,Wed Apr 01 06:29:46 +0000 2020,0,0,,#yosoytico #DeEstaSalimosJuntos #QuedateEnCasa #CostaRica #COVID #coronavirus,
1245208467083857920,Noticias_crc,"#Coronavirus #SARS-CoV-2 #Ecuador Igual que en China, cuerpos tirados en las calles, infectados por el #Coronavirus ahora Esto está pasando en Ecuador. Vídeo de la ciudad de Guayaquil 30 de marzo. #CostaRica mira esto!! https://www.eltiempo.com/amp/mundo/latinoamerica/cifras-de-contagiados-y-fallecimientos-en-ecuador-por-el-coronavirus-479274?__twitter_impression=true",Wed Apr 01 04:36:48 +0000 2020,2,2,,#Coronavirus #SARS #Ecuador #Coronavirus #CostaRica,https://www.eltiempo.com/amp/mundo/latinoamerica/cifras-de-contagiados-y-fallecimientos-en-ecuador-por-el-coronavirus-479274?__twitter_impression=true
1245208361819406336,YairNoaj,"#PERIODISTA #Hondureño INDIGNADO, #POLITICOS de #IZQUIERDA y #DERECHA #ESCONDIDOS FRENTE a #CORONAVIRUS #Argentina #Bolivia #Brasil #Chile #Colombia #CostaRica #Cuba #Ecuador #ElSalvador #Guatemala #Haiti #Honduras #México #Nicaragua #Paraguay #Panamá #Perú #Uruguay #Venezuela",Wed Apr 01 04:36:22 +0000 2020,0,1,,#PERIODISTA #Hondure #POLITICOS #IZQUIERDA #DERECHA #ESCONDIDOS #CORONAVIRUS #Argentina #Bolivia #Brasil #Chile #Colombia #CostaRica #Cuba #Ecuador #ElSalvador #Guatemala #Haiti #Honduras #M #Nicaragua #Paraguay #Panam #Per #Uruguay #Venezuela,
1245197883370020864,YairNoaj,. https://www.instagram.com/p/B-UuOv0pfbd/?igshid=15wwiyri3ck53 #Autoridades que miran por su gente #Turquia desinfectando las calles #Coronavirus. #Argentina #Bolivia #Brasil #Chile #Colombia #CostaRica #Cuba #Ecuador #ElSalvador #Guatemala #Honduras #México #Nicaragua #Paraguay #Panamá #Perú #Uruguay #Venezuela,Wed Apr 01 03:54:44 +0000 2020,1,0,,#Autoridades #Turquia #Coronavirus #Argentina #Bolivia #Brasil #Chile #Colombia #CostaRica #Cuba #Ecuador #ElSalvador #Guatemala #Honduras #M #Nicaragua #Paraguay #Panam #Per #Uruguay #Venezuela,https://www.instagram.com/p/B-UuOv0pfbd/?igshid=15wwiyri3ck53
1245190437159219201,fazokal,¿Se pueden imaginar cómo estaría Costa Rica si Fabricio hubiera quedado de presidente y cuáles hubieran sido sus acciones con respecto al #coronavirus? #CostaRica ,Wed Apr 01 03:25:09 +0000 2020,0,6,,#coronavirus #CostaRica,
1245172443699912706,Carolinamunnoz,"Hoy mi profesora que es #doctora, nos contó la situación real del #coronavirus en #CostaRica y la exposición a la que están sometidos todo el personal de #salud incluyendo ella, que está embarazada, nos mostró sus manos quemadas por el alcohol y los productos. ( abro hilo)",Wed Apr 01 02:13:39 +0000 2020,0,3,,#doctora #coronavirus #CostaRica #salud,
1245156121289031680,IPMasticard,#ALERTA ✓ #URGENTE✓ #ULTIMAHORA!!!✓ @opsoms @msaludcr @CarlosAlvQ @asambleacr @presidenciacr La Caja Costarricense del Seguro Social de #CostaRica @CCSSdeCostaRica NEGÓ ATENCIÓN MEDICA a un Adulto Mayor Positivo con #COVID19 #coronavirus ,Wed Apr 01 01:08:47 +0000 2020,0,0,@opsoms @msaludcr @CarlosAlvQ @asambleacr @presidenciacr @CCSSdeCostaRica,#ALERTA #URGENTE #ULTIMAHORA #CostaRica #COVID19 #coronavirus,https://delfino.cr/2020/03/clinica-marcial-fallas-nego-prueba-covid-19-a-adulto-mayor-que-dio-positivo-en-laboratorio-privado
1245153192687566850,JaviQuirosV, LA IMPORTANCIA DEL PERIODISMO QUE INVESTIGA Y CUESTIONA Conra nos dicen que no nos informemos con estos medios... Ojalá sea una terrible situación aislada. #COSTARICA #Coronavirus #Covid19 https://twitter.com/crhoycom/status/1245125823872499712,Wed Apr 01 00:57:09 +0000 2020,0,0,,#COSTARICA #Coronavirus #Covid19,https://twitter.com/crhoycom/status/1245125823872499712
1245139870990950402,CyberLeyton,Asi con #EEUU EL ASESINO UNIVERSAL #Argentina #Chile #Peru #LatinoAmerica #Uruguay #Venezuela #Paraguay #Mexico #Colombia #Bolivia #Ecuador #Brazil #Panama #Honduras #CostaRica #Guatemala #Nicaragua #Cuba #RepublicaDominicana #COVID19 #coronavirus #COVIDー19 #QuedateEnCasaYa,Wed Apr 01 00:04:13 +0000 2020,4,4,,#EEUU #Argentina #Chile #Peru #LatinoAmerica #Uruguay #Venezuela #Paraguay #Mexico #Colombia #Bolivia #Ecuador #Brazil #Panama #Honduras #CostaRica #Guatemala #Nicaragua #Cuba #RepublicaDominicana #COVID19 #coronavirus #COVID #QuedateEnCasaYa,https://twitter.com/Hispantv/status/1245122025968058370
1245132160102797315,jhontxu,Paises de Latinoamérica con mas casos positivos de #Coronavirus #Brasil 5717 #Chile 2738 #Ecuador 2240 #RepDominicana 1109 #Mexico 1094 #Panama 1075 #Peru 1065 #Argentina 1054 #Colombia 906 #CostaRica 347 #Uruguay 320 #Cuba 186 #Honduras 141 #Venezuela 135 @jaimesancristo,Tue Mar 31 23:33:35 +0000 2020,4,3,@jaimesancristo,#Coronavirus #Brasil #Chile #Ecuador #RepDominicana #Mexico #Panama #Peru #Argentina #Colombia #CostaRica #Uruguay #Cuba #Honduras #Venezuela,
1245128807826235392,daveparedesm,"Costa Rica , hoy reportó 347 casos de #COVID19: -incremento de 17 nuevos casos - 2 fallecidos -tasa de contagio vs. Nro de pruebas hechas se incrementa en 9.8% -Alajuela es la zona (cantón) con más infectados (70 casos) #CostaRica #Coronavirus #Covid_19",Tue Mar 31 23:20:15 +0000 2020,2,1,,#COVID19 #CostaRica #Coronavirus #Covid_19,
1245121364572491776,LucyRod72,#WorldMap #Coronavirus #PandemiaMundial ##Mexico #UnitedStates #Panama #CostaRica #Italie #España,Tue Mar 31 22:50:41 +0000 2020,0,2,,#WorldMap #Coronavirus #PandemiaMundial #Mexico #UnitedStates #Panama #CostaRica #Italie #Espa,
1245120978071535616,SuumConsulting,"Es importante reducir la tendencia, es responsabilidad de todos #QuedateEnCasa #CostaRica #coronavirus #covid19 #Datavisualization #suumconsulting",Tue Mar 31 22:49:09 +0000 2020,2,2,,#QuedateEnCasa #CostaRica #coronavirus #covid19 #Datavisualization #suumconsulting,
1245109449729204224,AriadnaCoto,#CoronaVirus explicado a la #tica: para ver si acaso #aplanamos la #curva. Música de Cimarrona La Original. Voz: Wil. #COVIDー19 #SARSCoV2 #coronaviruscr #JuntosNosCuidamos #EmergenciaSanitaria #31marzo #QuedateEnCasaYa #COVID19 #CostaRica ,Tue Mar 31 22:03:20 +0000 2020,0,0,,#CoronaVirus #tica #aplanamos #curva #COVID #SARSCoV2 #coronaviruscr #JuntosNosCuidamos #EmergenciaSanitaria #31marzo #QuedateEnCasaYa #COVID19 #CostaRica,
1245108288863309837,YairNoaj,#Medico #hondureno se queja d proceder d gobierno #Coronavirus #Argentina #Bolivia #Brasil #Chile #Colombia #CostaRica #Cuba #Ecuador #ElSalvador #Guatemala #Haití #Honduras #México #Nicaragua #Paraguay #Panamá #Perú #PuertoRico #EEUU #RepúblicaDominicana #Uruguay #Venezuela,Tue Mar 31 21:58:43 +0000 2020,1,2,,#Medico #hondureno #Coronavirus #Argentina #Bolivia #Brasil #Chile #Colombia #CostaRica #Cuba #Ecuador #ElSalvador #Guatemala #Hait #Honduras #M #Nicaragua #Paraguay #Panam #Per #PuertoRico #EEUU #Rep #Uruguay #Venezuela,
1245101830826266624,Marlenetica,Vamos #Costarica fuerza sigamos luchando contra el #Coronavirus debemos estar en casa #QuedateEnCasa,Tue Mar 31 21:33:03 +0000 2020,0,2,,#Costarica #Coronavirus #QuedateEnCasa,
1245091558082387975,covid19espa,#ÚLTIMAHORA: #CostaRica informa de otros 17 casos de #coronavirus elevado el total de contagios a 347 en todo el país. Así mismo la nación cuenta con 2 fallecidos. #Covid19espa #COVID2019,Tue Mar 31 20:52:14 +0000 2020,0,1,,#CostaRica #coronavirus #Covid19espa #COVID2019,
1245086238924775427,MundosOcultosNF,#CostaRica informa de otros 17 casos de #coronavirus elevado el total de contagios a 347 en todo el país. Así mismo la nación cuenta con 2 fallecidos. ,Tue Mar 31 20:31:06 +0000 2020,3,9,,#CostaRica #coronavirus,
1245075278797381638,Amilcaratb,Información Actualizada Latinoamérica 31/03/2020 21:00h #coronavirus #casos #Latinoamerica #COVID19 #Brasil #Ecuador #Chile #Perú #México #Panamá #Colombia #Argentina #Dominicana #Uruguay #CostaRica #Venezuela #Cuba #Bolivia #Honduras #Paraguay #Guatemala #Nicaragua,Tue Mar 31 19:47:33 +0000 2020,0,0,,#coronavirus #casos #Latinoamerica #COVID19 #Brasil #Ecuador #Chile #Per #M #Panam #Colombia #Argentina #Dominicana #Uruguay #CostaRica #Venezuela #Cuba #Bolivia #Honduras #Paraguay #Guatemala #Nicaragua,
1245066939598360577,radio580nic,"Autoridades de #CostaRica confirma que la cifra de casos positivos por #Covid-19, se eleva a 347. Mientras que 4 personas se han recuperado del #Coronavirus. Se mantiene en 2 los fallecidos por esa causa. ",Tue Mar 31 19:14:25 +0000 2020,0,0,,#CostaRica #Covid #Coronavirus,
