tweet_id,hashtag_id
2,322
64,322
3,759
3969,759
4158,759
4842,759
6411,759
7290,759
4,736
401,736
413,736
596,736
599,736
1271,736
1969,736
2145,736
2185,736
2348,736
2411,736
2413,736
2415,736
2428,736
2758,736
3198,736
3410,736
3474,736
3535,736
3539,736
3550,736
4010,736
4023,736
4051,736
4078,736
4981,736
5648,736
5991,736
6018,736
6022,736
6595,736
6720,736
6842,736
6924,736
7016,736
7027,736
7046,736
7195,736
7214,736
7256,736
7306,736
7319,736
7461,736
7475,736
7564,736
7577,736
7686,736
7853,736
7877,736
7880,736
7927,736
7943,736
7967,736
8008,736
8012,736
8025,736
8104,736
8184,736
8227,736
8327,736
8345,736
8367,736
8459,736
8542,736
8643,736
8742,736
8751,736
8815,736
8835,736
8867,736
9092,736
9118,736
9496,736
9606,736
9687,736
9705,736
9722,736
9839,736
9844,736
9856,736
9887,736
9888,736
10139,736
10423,736
10432,736
10441,736
10475,736
10482,736
10501,736
10714,736
10735,736
10743,736
10745,736
10755,736
10811,736
11588,736
6,1063
7,1063
719,1063
720,1063
2940,1063
2941,1063
5409,1063
5410,1063
5563,1063
5564,1063
10996,1063
10997,1063
8,557
8,325
8,1062
8,577
1341,577
6108,577
8061,577
8111,577
8813,577
8992,577
8,1031
2957,1031
3826,1031
4522,1031
5741,1031
6739,1031
8061,1031
8111,1031
8575,1031
9439,1031
10091,1031
8,904
8,993
8,538
8,357
18,1525
19,1525
21,1525
24,1525
30,1525
36,1525
42,1525
43,1525
46,1525
47,1525
48,1525
49,1525
50,1525
53,1525
56,1525
58,1525
60,1525
61,1525
64,1525
66,1525
67,1525
71,1525
77,1525
86,1525
87,1525
88,1525
90,1525
93,1525
100,1525
103,1525
107,1525
108,1525
113,1525
114,1525
126,1525
130,1525
131,1525
137,1525
138,1525
139,1525
141,1525
144,1525
145,1525
146,1525
149,1525
152,1525
154,1525
156,1525
158,1525
165,1525
166,1525
167,1525
172,1525
192,1525
193,1525
196,1525
199,1525
205,1525
208,1525
209,1525
210,1525
212,1525
214,1525
216,1525
222,1525
225,1525
226,1525
227,1525
230,1525
231,1525
233,1525
235,1525
240,1525
243,1525
246,1525
247,1525
253,1525
259,1525
263,1525
266,1525
267,1525
267,1525
270,1525
271,1525
272,1525
273,1525
279,1525
281,1525
284,1525
285,1525
288,1525
293,1525
294,1525
294,1525
298,1525
303,1525
305,1525
307,1525
317,1525
318,1525
324,1525
326,1525
329,1525
330,1525
348,1525
350,1525
351,1525
352,1525
354,1525
359,1525
362,1525
363,1525
366,1525
370,1525
373,1525
376,1525
396,1525
403,1525
410,1525
412,1525
415,1525
416,1525
424,1525
430,1525
431,1525
438,1525
442,1525
448,1525
454,1525
458,1525
460,1525
461,1525
465,1525
466,1525
469,1525
470,1525
471,1525
473,1525
476,1525
477,1525
480,1525
483,1525
486,1525
489,1525
491,1525
492,1525
495,1525
497,1525
502,1525
504,1525
515,1525
522,1525
523,1525
528,1525
529,1525
534,1525
539,1525
545,1525
548,1525
549,1525
550,1525
552,1525
559,1525
566,1525
569,1525
571,1525
572,1525
577,1525
578,1525
580,1525
582,1525
583,1525
584,1525
585,1525
587,1525
597,1525
598,1525
602,1525
607,1525
608,1525
614,1525
616,1525
617,1525
618,1525
619,1525
620,1525
632,1525
633,1525
638,1525
640,1525
642,1525
643,1525
671,1525
672,1525
676,1525
679,1525
683,1525
688,1525
692,1525
697,1525
705,1525
706,1525
714,1525
716,1525
721,1525
723,1525
724,1525
730,1525
732,1525
733,1525
739,1525
740,1525
750,1525
751,1525
752,1525
754,1525
755,1525
761,1525
762,1525
767,1525
770,1525
772,1525
779,1525
780,1525
781,1525
792,1525
795,1525
803,1525
811,1525
815,1525
823,1525
825,1525
826,1525
843,1525
849,1525
850,1525
859,1525
861,1525
868,1525
870,1525
871,1525
877,1525
883,1525
887,1525
888,1525
894,1525
896,1525
901,1525
904,1525
912,1525
913,1525
923,1525
928,1525
929,1525
933,1525
935,1525
938,1525
940,1525
941,1525
942,1525
944,1525
948,1525
949,1525
954,1525
956,1525
958,1525
960,1525
962,1525
965,1525
966,1525
972,1525
979,1525
984,1525
986,1525
987,1525
988,1525
989,1525
990,1525
995,1525
996,1525
997,1525
1010,1525
1016,1525
1017,1525
1018,1525
1023,1525
1026,1525
1027,1525
1031,1525
1035,1525
1037,1525
1042,1525
1049,1525
1050,1525
1055,1525
1057,1525
1058,1525
1059,1525
1060,1525
1066,1525
1076,1525
1082,1525
1083,1525
1087,1525
1088,1525
1089,1525
1099,1525
1123,1525
1124,1525
1125,1525
1127,1525
1134,1525
1138,1525
1139,1525
1141,1525
1150,1525
1153,1525
1160,1525
1163,1525
1169,1525
1171,1525
1180,1525
1187,1525
1192,1525
1193,1525
1198,1525
1199,1525
1200,1525
1219,1525
1221,1525
1222,1525
1223,1525
1224,1525
1225,1525
1228,1525
1231,1525
1235,1525
1238,1525
1239,1525
1240,1525
1241,1525
1242,1525
1243,1525
1246,1525
1248,1525
1249,1525
1252,1525
1253,1525
1254,1525
1257,1525
1263,1525
1267,1525
1268,1525
1270,1525
1271,1525
1276,1525
1277,1525
1278,1525
1279,1525
1283,1525
1285,1525
1287,1525
1290,1525
1294,1525
1295,1525
1297,1525
1303,1525
1315,1525
1321,1525
1322,1525
1323,1525
1324,1525
1328,1525
1331,1525
1334,1525
1337,1525
1338,1525
1341,1525
1342,1525
1343,1525
1352,1525
1354,1525
1365,1525
1371,1525
1375,1525
1376,1525
1377,1525
1387,1525
1388,1525
1389,1525
1394,1525
1398,1525
1400,1525
1402,1525
1405,1525
1408,1525
1416,1525
1419,1525
1420,1525
1422,1525
1424,1525
1425,1525
1430,1525
1437,1525
1441,1525
1445,1525
1451,1525
1453,1525
1454,1525
1457,1525
1460,1525
1464,1525
1466,1525
1468,1525
1474,1525
1481,1525
1483,1525
1488,1525
1489,1525
1490,1525
1496,1525
1497,1525
1499,1525
1501,1525
1502,1525
1503,1525
1505,1525
1506,1525
1508,1525
1516,1525
1517,1525
1522,1525
1523,1525
1524,1525
1526,1525
1529,1525
1530,1525
1531,1525
1534,1525
1552,1525
1553,1525
1555,1525
1558,1525
1560,1525
1562,1525
1563,1525
1564,1525
1565,1525
1566,1525
1568,1525
1569,1525
1571,1525
1572,1525
1577,1525
1585,1525
1587,1525
1595,1525
1599,1525
1613,1525
1621,1525
1622,1525
1623,1525
1624,1525
1635,1525
1637,1525
1642,1525
1655,1525
1658,1525
1659,1525
1663,1525
1666,1525
1667,1525
1675,1525
1687,1525
1688,1525
1690,1525
1691,1525
1692,1525
1693,1525
1694,1525
1695,1525
1696,1525
1697,1525
1698,1525
1699,1525
1700,1525
1705,1525
1709,1525
1712,1525
1713,1525
1714,1525
1716,1525
1717,1525
1719,1525
1724,1525
1730,1525
1737,1525
1738,1525
1743,1525
1750,1525
1754,1525
1758,1525
1759,1525
1760,1525
1761,1525
1762,1525
1764,1525
1765,1525
1771,1525
1772,1525
1779,1525
1780,1525
1783,1525
1786,1525
1796,1525
1805,1525
1809,1525
1810,1525
1814,1525
1816,1525
1821,1525
1834,1525
1835,1525
1837,1525
1838,1525
1841,1525
1844,1525
1851,1525
1857,1525
1859,1525
1860,1525
1865,1525
1866,1525
1868,1525
1872,1525
1875,1525
1879,1525
1884,1525
1888,1525
1896,1525
1899,1525
1900,1525
1907,1525
1908,1525
1911,1525
1912,1525
1921,1525
1923,1525
1927,1525
1929,1525
1930,1525
1931,1525
1932,1525
1933,1525
1940,1525
1941,1525
1944,1525
1945,1525
1966,1525
1977,1525
1981,1525
1989,1525
1990,1525
1992,1525
1998,1525
1999,1525
2000,1525
2005,1525
2008,1525
2009,1525
2011,1525
2015,1525
2017,1525
2020,1525
2021,1525
2027,1525
2028,1525
2032,1525
2034,1525
2035,1525
2041,1525
2042,1525
2051,1525
2055,1525
2059,1525
2060,1525
2066,1525
2072,1525
2074,1525
2075,1525
2076,1525
2078,1525
2079,1525
2080,1525
2081,1525
2084,1525
2087,1525
2088,1525
2092,1525
2096,1525
2100,1525
2102,1525
2103,1525
2104,1525
2107,1525
2108,1525
2112,1525
2117,1525
2118,1525
2120,1525
2123,1525
2124,1525
2126,1525
2151,1525
2153,1525
2156,1525
2157,1525
2158,1525
2159,1525
2164,1525
2167,1525
2168,1525
2169,1525
2170,1525
2179,1525
2184,1525
2186,1525
2191,1525
2204,1525
2206,1525
2214,1525
2216,1525
2217,1525
2219,1525
2221,1525
2223,1525
2225,1525
2227,1525
2231,1525
2234,1525
2236,1525
2244,1525
2246,1525
2249,1525
2250,1525
2252,1525
2257,1525
2258,1525
2259,1525
2263,1525
2264,1525
2266,1525
2269,1525
2271,1525
2277,1525
2279,1525
2283,1525
2293,1525
2312,1525
2313,1525
2314,1525
2316,1525
2316,1525
2319,1525
2321,1525
2322,1525
2323,1525
2329,1525
2330,1525
2339,1525
2341,1525
2342,1525
2345,1525
2346,1525
2351,1525
2353,1525
2355,1525
2360,1525
2361,1525
2362,1525
2368,1525
2371,1525
2380,1525
2382,1525
2383,1525
2394,1525
2404,1525
2411,1525
2412,1525
2413,1525
2415,1525
2418,1525
2421,1525
2428,1525
2432,1525
2434,1525
2440,1525
2441,1525
2448,1525
2453,1525
2457,1525
2463,1525
2464,1525
2466,1525
2480,1525
2481,1525
2482,1525
2483,1525
2484,1525
2485,1525
2487,1525
2488,1525
2495,1525
2496,1525
2500,1525
2505,1525
2506,1525
2507,1525
2508,1525
2509,1525
2513,1525
2516,1525
2518,1525
2520,1525
2522,1525
2523,1525
2525,1525
2534,1525
2535,1525
2538,1525
2539,1525
2540,1525
2541,1525
2543,1525
2544,1525
2545,1525
2546,1525
2547,1525
2549,1525
2560,1525
2561,1525
2567,1525
2572,1525
2578,1525
2579,1525
2583,1525
2585,1525
2587,1525
2588,1525
2589,1525
2590,1525
2597,1525
2601,1525
2615,1525
2617,1525
2621,1525
2627,1525
2629,1525
2630,1525
2631,1525
2632,1525
2635,1525
2636,1525
2639,1525
2641,1525
2644,1525
2646,1525
2647,1525
2650,1525
2654,1525
2655,1525
2657,1525
2663,1525
2664,1525
2675,1525
2678,1525
2679,1525
2680,1525
2682,1525
2683,1525
2685,1525
2687,1525
2688,1525
2690,1525
2691,1525
2694,1525
2696,1525
2697,1525
2698,1525
2700,1525
2701,1525
2702,1525
2703,1525
2711,1525
2713,1525
2716,1525
2722,1525
2724,1525
2725,1525
2726,1525
