tweet_id,hashtag_id
2729,1525
2731,1525
2733,1525
2736,1525
2737,1525
2738,1525
2740,1525
2741,1525
2743,1525
2745,1525
2746,1525
2750,1525
2753,1525
2756,1525
2760,1525
2763,1525
2764,1525
2766,1525
2769,1525
2771,1525
2773,1525
2774,1525
2781,1525
2783,1525
2788,1525
2793,1525
2794,1525
2800,1525
2806,1525
2809,1525
2812,1525
2815,1525
2822,1525
2828,1525
2834,1525
2835,1525
2839,1525
2845,1525
2850,1525
2856,1525
2859,1525
2863,1525
2864,1525
2865,1525
2866,1525
2869,1525
2871,1525
2872,1525
2873,1525
2878,1525
2883,1525
2886,1525
2888,1525
2889,1525
2901,1525
2905,1525
2906,1525
2908,1525
2911,1525
2912,1525
2913,1525
2914,1525
2915,1525
2917,1525
2918,1525
2919,1525
2920,1525
2922,1525
2926,1525
2927,1525
2928,1525
2933,1525
2935,1525
2938,1525
2939,1525
2942,1525
2945,1525
2946,1525
2947,1525
2951,1525
2957,1525
2958,1525
2967,1525
2970,1525
2971,1525
2977,1525
2979,1525
2981,1525
2987,1525
2988,1525
2989,1525
2991,1525
2992,1525
2993,1525
2999,1525
3003,1525
3006,1525
3007,1525
3009,1525
3010,1525
3017,1525
3020,1525
3022,1525
3023,1525
3025,1525
3027,1525
3030,1525
3034,1525
3035,1525
3038,1525
3042,1525
3044,1525
3047,1525
3048,1525
3049,1525
3053,1525
3054,1525
3058,1525
3061,1525
3064,1525
3065,1525
3066,1525
3067,1525
3070,1525
3073,1525
3074,1525
3075,1525
3079,1525
3080,1525
3081,1525
3082,1525
3083,1525
3084,1525
3085,1525
3087,1525
3089,1525
3091,1525
3093,1525
3095,1525
3097,1525
3107,1525
3109,1525
3114,1525
3115,1525
3116,1525
3119,1525
3124,1525
3127,1525
3134,1525
3139,1525
3139,1525
3140,1525
3141,1525
3142,1525
3144,1525
3146,1525
3155,1525
3159,1525
3161,1525
3162,1525
3163,1525
3164,1525
3167,1525
3171,1525
3174,1525
3175,1525
3178,1525
3180,1525
3188,1525
3195,1525
3199,1525
3200,1525
3203,1525
3204,1525
3205,1525
3211,1525
3212,1525
3214,1525
3216,1525
3217,1525
3223,1525
3224,1525
3227,1525
3228,1525
3229,1525
3230,1525
3238,1525
3239,1525
3241,1525
3246,1525
3247,1525
3250,1525
3252,1525
3254,1525
3254,1525
3255,1525
3258,1525
3259,1525
3260,1525
3261,1525
3262,1525
3264,1525
3268,1525
3272,1525
3276,1525
3277,1525
3278,1525
3280,1525
3281,1525
3284,1525
3294,1525
3297,1525
3302,1525
3309,1525
3312,1525
3313,1525
3317,1525
3318,1525
3320,1525
3322,1525
3326,1525
3328,1525
3332,1525
3336,1525
3338,1525
3341,1525
3345,1525
3346,1525
3347,1525
3352,1525
3356,1525
3363,1525
3364,1525
3367,1525
3369,1525
3376,1525
3385,1525
3387,1525
3390,1525
3395,1525
3396,1525
3397,1525
3403,1525
3412,1525
3414,1525
3416,1525
3418,1525
3421,1525
3427,1525
3430,1525
3431,1525
3432,1525
3434,1525
3435,1525
3436,1525
3437,1525
3438,1525
3449,1525
3457,1525
3458,1525
3461,1525
3462,1525
3473,1525
3475,1525
3476,1525
3479,1525
3480,1525
3485,1525
3486,1525
3487,1525
3489,1525
3495,1525
3502,1525
3504,1525
3506,1525
3510,1525
3510,1525
3521,1525
3524,1525
3532,1525
3538,1525
3539,1525
3542,1525
3548,1525
3549,1525
3551,1525
3552,1525
3555,1525
3562,1525
3571,1525
3572,1525
3575,1525
3578,1525
3584,1525
3597,1525
3599,1525
3601,1525
3605,1525
3607,1525
3610,1525
3616,1525
3620,1525
3623,1525
3624,1525
3627,1525
3628,1525
3629,1525
3630,1525
3633,1525
3637,1525
3640,1525
3661,1525
3662,1525
3663,1525
3675,1525
3676,1525
3677,1525
3679,1525
3688,1525
3693,1525
3702,1525
3705,1525
3707,1525
3708,1525
3711,1525
3716,1525
3719,1525
3722,1525
3723,1525
3727,1525
3730,1525
3731,1525
3732,1525
3733,1525
3735,1525
3737,1525
3738,1525
3741,1525
3745,1525
3748,1525
3752,1525
3755,1525
3760,1525
3762,1525
3763,1525
3775,1525
3784,1525
3786,1525
3794,1525
3807,1525
3811,1525
3812,1525
3817,1525
3821,1525
3824,1525
3826,1525
3831,1525
3833,1525
3834,1525
3836,1525
3840,1525
3845,1525
3848,1525
3850,1525
3851,1525
3861,1525
3863,1525
3871,1525
3873,1525
3874,1525
3879,1525
3884,1525
3887,1525
3888,1525
3892,1525
3898,1525
3900,1525
3907,1525
3909,1525
3910,1525
3911,1525
3912,1525
3915,1525
3916,1525
3943,1525
3943,1525
3944,1525
3945,1525
3954,1525
3964,1525
3967,1525
3968,1525
3969,1525
3970,1525
3975,1525
3979,1525
3983,1525
3985,1525
3990,1525
3991,1525
3994,1525
3995,1525
3996,1525
3998,1525
3999,1525
4001,1525
4003,1525
4018,1525
4021,1525
4029,1525
4030,1525
4043,1525
4053,1525
4055,1525
4060,1525
4064,1525
4067,1525
4074,1525
4097,1525
4107,1525
4110,1525
4111,1525
4113,1525
4115,1525
4120,1525
4128,1525
4134,1525
4135,1525
4137,1525
4138,1525
4142,1525
4145,1525
4148,1525
4152,1525
4154,1525
4155,1525
4159,1525
4162,1525
4163,1525
4167,1525
4174,1525
4175,1525
4176,1525
4179,1525
4184,1525
4187,1525
4191,1525
4195,1525
4199,1525
4204,1525
4205,1525
4209,1525
4212,1525
4213,1525
4216,1525
4217,1525
4218,1525
4220,1525
4222,1525
4223,1525
4225,1525
4227,1525
4228,1525
4232,1525
4234,1525
4236,1525
4252,1525
4254,1525
4255,1525
4256,1525
4260,1525
4261,1525
4264,1525
4267,1525
4272,1525
4273,1525
4279,1525
4283,1525
4285,1525
4289,1525
4290,1525
4292,1525
4294,1525
4296,1525
4297,1525
4298,1525
4300,1525
4308,1525
4311,1525
4312,1525
4315,1525
4322,1525
4324,1525
4325,1525
4327,1525
4330,1525
4331,1525
4336,1525
4341,1525
4342,1525
4344,1525
4346,1525
4352,1525
4359,1525
4364,1525
4367,1525
4368,1525
4369,1525
4370,1525
4372,1525
4373,1525
4374,1525
4377,1525
4380,1525
4386,1525
4389,1525
4390,1525
4396,1525
4401,1525
4406,1525
4411,1525
4421,1525
4423,1525
4424,1525
4425,1525
4426,1525
4427,1525
4429,1525
4431,1525
4432,1525
4436,1525
4444,1525
4448,1525
4449,1525
4455,1525
4457,1525
4459,1525
4462,1525
4463,1525
4466,1525
4469,1525
4473,1525
4475,1525
4476,1525
4477,1525
4478,1525
4483,1525
4485,1525
4487,1525
4492,1525
4496,1525
4497,1525
4500,1525
4504,1525
4505,1525
4506,1525
4512,1525
4514,1525
4515,1525
4522,1525
4525,1525
4526,1525
4527,1525
4536,1525
4537,1525
4540,1525
4541,1525
4543,1525
4544,1525
4549,1525
4550,1525
4553,1525
4557,1525
4558,1525
4565,1525
4574,1525
4576,1525
4577,1525
4581,1525
4583,1525
4586,1525
4588,1525
4590,1525
4591,1525
4592,1525
4593,1525
4595,1525
4597,1525
4598,1525
4599,1525
4601,1525
4602,1525
4603,1525
4604,1525
4605,1525
4606,1525
4607,1525
4608,1525
4612,1525
4615,1525
4618,1525
4621,1525
4622,1525
4623,1525
4629,1525
4633,1525
4634,1525
4635,1525
4636,1525
4637,1525
4638,1525
4641,1525
4644,1525
4645,1525
4646,1525
4647,1525
4648,1525
4649,1525
4650,1525
4655,1525
4664,1525
4665,1525
4669,1525
4670,1525
4673,1525
4683,1525
4685,1525
4687,1525
4688,1525
4694,1525
4695,1525
4697,1525
4699,1525
4701,1525
4707,1525
4710,1525
4718,1525
4719,1525
4720,1525
4721,1525
4722,1525
4725,1525
4730,1525
4734,1525
4736,1525
4737,1525
4738,1525
4741,1525
4745,1525
4747,1525
4748,1525
4750,1525
4751,1525
4753,1525
4754,1525
4755,1525
4756,1525
4758,1525
4759,1525
4760,1525
4761,1525
4762,1525
4763,1525
4765,1525
4767,1525
4770,1525
4774,1525
4775,1525
4776,1525
4778,1525
4779,1525
4780,1525
4782,1525
4784,1525
4787,1525
4789,1525
4790,1525
4791,1525
4792,1525
4793,1525
4794,1525
4796,1525
4797,1525
4798,1525
4801,1525
4803,1525
4807,1525
4808,1525
4810,1525
4814,1525
4819,1525
4820,1525
4823,1525
4824,1525
4825,1525
4826,1525
4827,1525
4828,1525
4829,1525
4835,1525
4836,1525
4837,1525
4839,1525
4840,1525
4848,1525
4853,1525
4859,1525
4860,1525
4869,1525
4870,1525
4871,1525
4873,1525
4886,1525
4887,1525
4889,1525
4890,1525
4893,1525
4894,1525
4896,1525
4897,1525
4897,1525
4901,1525
4905,1525
4906,1525
4908,1525
4912,1525
4916,1525
4925,1525
4930,1525
4936,1525
4937,1525
4939,1525
4940,1525
4944,1525
4947,1525
4948,1525
4954,1525
4961,1525
4963,1525
4964,1525
4965,1525
4966,1525
4969,1525
4972,1525
4980,1525
4986,1525
4987,1525
4995,1525
4997,1525
5000,1525
5007,1525
5009,1525
5010,1525
5012,1525
5015,1525
5016,1525
5017,1525
5018,1525
5019,1525
5027,1525
5029,1525
5030,1525
5031,1525
5033,1525
5036,1525
5040,1525
5041,1525
5042,1525
5044,1525
5049,1525
5051,1525
5053,1525
5055,1525
5058,1525
5060,1525
5061,1525
5062,1525
5063,1525
5064,1525
5066,1525
5069,1525
5070,1525
5072,1525
5074,1525
5078,1525
5081,1525
5086,1525
5093,1525
5093,1525
5099,1525
5102,1525
5107,1525
5108,1525
5109,1525
5113,1525
5118,1525
5119,1525
5123,1525
5125,1525
5136,1525
5142,1525
5146,1525
5155,1525
5157,1525
5158,1525
5159,1525
5160,1525
5161,1525
5162,1525
5165,1525
5166,1525
5185,1525
5186,1525
5187,1525
5189,1525
5202,1525
5203,1525
5204,1525
5206,1525
5208,1525
5211,1525
5215,1525
5217,1525
5220,1525
5228,1525
5236,1525
5242,1525
5244,1525
5245,1525
5247,1525
5248,1525
5255,1525
5260,1525
5261,1525
5266,1525
5268,1525
5269,1525
5272,1525
5273,1525
5274,1525
5275,1525
5276,1525
5277,1525
5278,1525
5280,1525
5281,1525
5282,1525
5283,1525
5284,1525
5286,1525
5287,1525
5300,1525
5305,1525
5308,1525
5313,1525
5314,1525
5316,1525
5318,1525
5325,1525
5327,1525
5328,1525
5330,1525
5332,1525
5333,1525
5334,1525
5335,1525
5336,1525
5338,1525
5342,1525
5343,1525
5344,1525
5346,1525
5347,1525
5350,1525
5351,1525
5355,1525
5357,1525
5358,1525
5361,1525
5366,1525
5370,1525
5372,1525
5374,1525
5387,1525
5391,1525
5394,1525
5397,1525
5399,1525
5401,1525
5402,1525
5415,1525
5418,1525
5421,1525
5423,1525
5428,1525
5430,1525
5431,1525
5432,1525
5433,1525
5435,1525
5436,1525
5440,1525
5442,1525
5443,1525
5445,1525
5452,1525
5453,1525
5455,1525
5458,1525
5461,1525
5469,1525
5474,1525
5475,1525
5476,1525
5479,1525
5481,1525
5488,1525
5489,1525
5490,1525
5492,1525
5504,1525
5510,1525
5511,1525
5527,1525
5531,1525
5533,1525
5534,1525
5536,1525
5538,1525
5540,1525
5544,1525
5549,1525
5553,1525
5562,1525
5565,1525
5566,1525
5568,1525
5574,1525
5579,1525
5586,1525
5596,1525
5599,1525
5601,1525
5609,1525
5614,1525
5616,1525
5617,1525
5620,1525
5621,1525
5624,1525
5627,1525
5629,1525
5632,1525
5636,1525
5637,1525
5645,1525
5646,1525
5649,1525
5654,1525
5656,1525
5657,1525
5658,1525
5659,1525
5661,1525
5663,1525
5664,1525
5667,1525
5671,1525
5674,1525
5675,1525
5676,1525
5677,1525
5678,1525
5679,1525
5682,1525
5685,1525
5686,1525
5687,1525
5700,1525
5710,1525
5711,1525
5720,1525
5723,1525
5724,1525
5734,1525
5738,1525
5741,1525
5746,1525
5749,1525
5754,1525
5758,1525
5760,1525
5762,1525
5764,1525
5766,1525
5768,1525
5770,1525
5771,1525
5773,1525
5781,1525
5782,1525
5792,1525
5797,1525
5799,1525
5803,1525
5820,1525
5821,1525
5828,1525
5829,1525
5831,1525
5832,1525
5833,1525
5836,1525
5838,1525
5842,1525
5843,1525
5853,1525
5854,1525
5856,1525
5857,1525
5858,1525
5862,1525
5863,1525
5865,1525
5866,1525
5868,1525
5869,1525
5871,1525
5872,1525
5874,1525
5875,1525
5882,1525
5887,1525
5888,1525
5890,1525
5891,1525
5892,1525
5893,1525
5894,1525
5894,1525
5895,1525
5895,1525
5896,1525
5901,1525
5902,1525
5903,1525
5904,1525
5905,1525
5907,1525
5908,1525
5914,1525
5921,1525
5922,1525
5924,1525
5929,1525
5930,1525
5932,1525
5939,1525
5949,1525
5951,1525
5959,1525
5961,1525
5964,1525
5965,1525
5966,1525
5970,1525
5971,1525
5974,1525
5979,1525
5981,1525
5984,1525
5985,1525
5986,1525
5988,1525
5991,1525
5992,1525
6000,1525
6003,1525
6006,1525
6008,1525
6011,1525
6013,1525
6014,1525
6016,1525
6023,1525
6026,1525
6030,1525
6031,1525
6033,1525
6035,1525
6038,1525
6043,1525
6045,1525
6049,1525
6051,1525
6053,1525
6056,1525
6059,1525
6062,1525
6066,1525
6075,1525
6083,1525
6086,1525
6089,1525
6091,1525
6092,1525
6093,1525
6098,1525
6101,1525
6106,1525
6107,1525
6108,1525
6112,1525
6113,1525
6116,1525
6119,1525
6121,1525
6127,1525
6128,1525
6130,1525
6131,1525
6136,1525
6137,1525
6141,1525
6142,1525
6144,1525
6157,1525
6161,1525
6163,1525
6166,1525
6169,1525
6171,1525
6173,1525
6177,1525
6181,1525
6182,1525
6183,1525
6186,1525
6193,1525
6197,1525
6198,1525
6199,1525
6200,1525
6202,1525
6207,1525
6211,1525
6212,1525
6221,1525
6223,1525
6225,1525
6231,1525
6238,1525
6240,1525
6246,1525
6250,1525
6251,1525
6253,1525
6254,1525
6257,1525
6259,1525
6263,1525
6265,1525
6266,1525
6268,1525
6271,1525
6272,1525
6273,1525
6274,1525
6275,1525
6279,1525
6280,1525
6286,1525
6289,1525
6291,1525
6292,1525
6293,1525
6294,1525
6296,1525
6297,1525
6310,1525
6314,1525
6322,1525
6328,1525
6330,1525
6333,1525
6346,1525
6347,1525
6349,1525
6354,1525
6356,1525
6358,1525
6363,1525
6367,1525
6369,1525
6373,1525
6379,1525
6385,1525
6386,1525
6387,1525
6388,1525
6393,1525
6394,1525
6396,1525
6397,1525
6397,1525
6398,1525
6407,1525
6410,1525
6413,1525
6415,1525
6422,1525
6426,1525
6429,1525
6430,1525
6432,1525
6438,1525
6440,1525
6442,1525
6447,1525
6448,1525
6452,1525
6455,1525
6457,1525
6459,1525
6463,1525
6466,1525
6478,1525
6479,1525
6487,1525
6492,1525
6494,1525
6495,1525
6502,1525
6504,1525
6505,1525
6506,1525
6507,1525
6509,1525
6512,1525
6513,1525
6514,1525
6519,1525
6522,1525
6523,1525
6525,1525
6527,1525
6529,1525
6534,1525
6537,1525
6538,1525
6539,1525
6540,1525
6541,1525
6544,1525
6546,1525
6547,1525
6551,1525
6554,1525
6555,1525
6558,1525
6561,1525
6563,1525
6566,1525
6568,1525
6569,1525
6572,1525
6574,1525
6575,1525
6584,1525
6590,1525
6592,1525
6606,1525
6612,1525
6614,1525
6616,1525
6617,1525
6622,1525
6626,1525
6628,1525
6629,1525
6630,1525
6633,1525
6641,1525
6642,1525
6646,1525
6647,1525
6650,1525
6652,1525
6654,1525
6656,1525
6660,1525
6661,1525
6662,1525
6664,1525
6665,1525
6668,1525
6670,1525
6671,1525
6672,1525
6675,1525
6676,1525
6677,1525
6679,1525
6681,1525
6682,1525
6686,1525
6689,1525
6690,1525
6691,1525
6694,1525
6696,1525
6697,1525
6704,1525
6710,1525
6721,1525
6722,1525
6726,1525
6728,1525
6730,1525
6731,1525
6732,1525
6735,1525
6739,1525
6741,1525
6742,1525
6743,1525
6745,1525
6746,1525
6748,1525
6756,1525
6758,1525
6759,1525
6761,1525
6764,1525
6773,1525
6776,1525
6787,1525
6790,1525
6792,1525
6794,1525
6795,1525
6796,1525
6799,1525
6802,1525
6803,1525
6805,1525
6810,1525
6815,1525
6824,1525
6831,1525
6832,1525
6835,1525
6839,1525
6843,1525
6847,1525
6849,1525
6852,1525
6853,1525
6854,1525
6856,1525
6858,1525
6863,1525
6866,1525
6868,1525
6872,1525
6876,1525
6877,1525
6883,1525
6885,1525
6886,1525
6888,1525
6889,1525
6891,1525
6896,1525
6902,1525
6904,1525
6907,1525
6909,1525
6910,1525
6911,1525
6916,1525
6920,1525
6922,1525
6926,1525
6928,1525
6931,1525
6939,1525
6948,1525
6949,1525
6950,1525
6963,1525
6967,1525
6969,1525
6975,1525
6976,1525
6978,1525
6985,1525
6987,1525
7010,1525
7014,1525
7017,1525
7018,1525
7020,1525
7026,1525
7029,1525
7030,1525
7032,1525
7033,1525
7037,1525
7039,1525
7042,1525
7046,1525
7047,1525
7049,1525
7051,1525
7055,1525
7056,1525
7057,1525
7058,1525
7061,1525
7065,1525
7069,1525
7072,1525
7074,1525
7082,1525
7088,1525
7092,1525
7093,1525
7104,1525
7106,1525
7116,1525
7121,1525
7121,1525
7125,1525
7126,1525
7126,1525
7127,1525
7132,1525
7137,1525
7138,1525
7142,1525
7146,1525
7147,1525
7154,1525
7156,1525
7163,1525
7168,1525
7179,1525
7181,1525
7203,1525
7205,1525
7213,1525
7221,1525
7223,1525
7231,1525
7234,1525
7236,1525
